100	23
200	22.9
300	22.8
400	22.7
500	22.6
600	22.5
700	22.4
800	22.3
900	22.2
1000	22.1
1500	21.5
2000	21
2500	20.4
3000	19.8
3500	19.2
4000	18.6
4500	18
5000	17.4
6000	16.2
7000	15
8000	13.8
9000	12.6
10000	11.5
15000	6.1
20000	2.9
