12.55943216	9.28
15.8113883	9.12
19.90535853	8.96
25.05936168	8.56
31.54786722	8.16
39.71641174	7.6
50	6.8
62.94627059	6
79.24465962	5.2
99.76311575	4.4
125.5943216	3.68
158.113883	2.96
199.0535853	2.4
250.5936168	1.96
315.4786722	1.6
397.1641174	1.24
500	1
