100	0.23
200	0.25
300	0.3
400	0.36
500	0.39
600	0.44
700	0.5
800	0.6
900	0.71
1000	0.82
1100	0.98
1200	1.14
1300	1.32
1400	1.58
1500	1.88
1600	2.24
1650	2.48
1700	2.72
1750	3.04
1800	3.36
1850	3.72
1900	4.08
1950	4.4
2000	4.72
2100	4.88
2200	4.56
2300	4
2400	3.48
2500	3
2600	2.64
2700	2.32
2800	2.08
2900	1.88
3000	1.72
3500	1.2
4000	0.96
4500	0.77
5000	0.66
5500	0.58
6000	0.5
7000	0.42
8000	0.36
9000	0.36
10000	0.32
20000	0.2
