0.0328	2.00E-07	2060
0.0246	2.00E-07	2290
0.0164	2.00E-07	2770
0.0082	0.0000002	4100
0.00615	0.0000001	5560
0.00615	0.00000005	8100
0.00615	6.66667E-08	7000
0.00615	0.00000015	4500
0.00615	0.000001	2300
0.0015375	0.000001	4600
