25	10
50	9.92
100	9.52
200	8.24
400	5.68
500	4.8
600	4.08
700	3.36
800	2.88
900	2.44
1000	2.12
1100	1.8
1200	1.48
1300	1.28
1400	1.04
1500	0.86
1600	0.66
1650	0.58
1700	0.5
1750	0.42
1800	0.36
1850	0.29
1900	0.24
1950	0.22
2000	0.22
2100	0.26
2200	0.36
2300	0.47
2400	0.58
2500	0.7
2600	0.82
2700	0.92
2800	1.02
2900	1.14
3000	1.24
3500	1.68
4000	2.16
4500	2.6
5000	2.96
5500	3.26
6000	3.6
7000	4.16
8000	4.72
9000	5.2
10000	5.68
20000	8.48
40000	9.76
80000	10.1
