1000	1.5	13.7	0.76
800	1.9	13.5	0.8
560	2.8	13.2	0.88
400	3.8	12.7	0.92
280	4.8	12	0.92
200	6.4	11.1	0.96
140	9.2	9.67	0.96
100	13.2	7.78	0.96
80	16.6	6.16	0.96
56	23.6	2.01	0.96
40	27.4	0.78	0.96
28	27.4	1.7	0.96
20	27.4	0.76	0.96
50	26.4	1.27	0.96
